Scrape_date,Author,Book,Highlighted_by,Passage
2013-01-29T01:48:45.980962," by Elizabeth Bradley, Lawton Burns","Shortell and Kaluzny's Healthcare Management: Organization Design and Behavior, 6th Edition",Highlighted by 3 Kindle users,"of Knowledge—the problem of imagining another person’s state of mind when you have a piece of knowledge that they lack (Heath and Heath, 2007)."
2013-01-29T01:48:45.980962," by Imogen Evans, Iain Chalmers, Hazel Thornton, Paul Glasziou",Testing Treatments: Better Research for Better Healthcare,Highlighted by 3 Kindle users,NHS Choices (www.nhs.uk) and PubMed Health (www.pubmed.gov/health) both provide high-quality information.
2013-01-29T01:48:45.980962, by Les Funtleyder,"Healthcare Investing : Profiting from the New World of Pharma, Biotech, and Health Care Services (McGraw-Hill Finance & Investing)",Highlighted by 4 Kindle users,"As things stand today, the more service provided, the more revenue generated."
2013-01-29T01:48:45.980962, by John Kenagy MD,Designed to Adapt: Leading Healthcare in Challenging Times,Highlighted by 11 Kindle users,"Your future success is not dependent on what you have done in the past or are doing now, but rather on how you adapt what you are doing to a constantly changing environment. This is the challenge."
2013-01-29T01:48:45.980962, by Steven D. Knope M.D.,Concierge Medicine: A New System to Get the Best Healthcare,Highlighted by 3 Kindle users,"Feeling well comes from being well. You will feel well if you have more lean muscle, less fat, and greater stamina."
2013-01-29T01:48:45.980962," by Carolyn Suneja, Aneesh Suneja","Lean Doctors: A Bold and Practical Guide to Using Lean Principles to Transform Healthcare Systems, One Doctor at a Time",Highlighted by 3 Kindle users,two kinds of value stream maps: current state maps and future state maps.
2013-01-29T01:48:45.980962, by Scott Coplan,Project Management for Healthcare Information Technology,Highlighted by 3 Kindle users,"The Merriam-Webster Dictionary defines methodology as “a body of methods, rules, and postulates employed by a discipline.”1 Important in this definition is that a methodology is a synthesis of both structured and unstructured components."
2013-01-29T01:48:45.980962," by Robert C. Lloyd, Raymond G. Carey",Measuring Quality Improvement in Healthcare: A Guide to Statistical Process Control Applications,Highlighted by 3 Kindle users,"drawn on a continuous basis, whereas the samples drawn by simple random and proportional stratified random procedures are for fixed points in time."
2013-01-29T01:48:45.980962," by Nancy Sharby, Ann Noonan Meredith E. Drench","Psychosocial Aspects of Healthcare, 3/e (Drench, Psychosocial Aspects of Healthcare)",Highlighted by 3 Kindle users,"send a message to another person, we start to communicate at the interpersonal level."
2013-01-29T01:48:45.980962, by Ezekiel Emanuel,"Healthcare, Guaranteed: A Simple, Secure Solution for America",Highlighted by 4 Kindle users,"Even among adults who reach age 60, Americans expect to live another 16.6 years while in other industrialized countries the average is another 19.1 years."
2013-01-29T01:48:45.980962, by Gerard S. Doyle,When There Is No Doctor: Preventive and Emergency Healthcare in Uncertain Times (Process Self-Reliance),Highlighted by 3 Kindle users,"“Community Emergency Response Team” or CERT concept offers excellent training in disaster response, including disaster medical and stress response, as well as rescue and fire suppression."
2013-01-29T01:48:45.980962, by Bruce S. Jansson,Improving Healthcare Through Advocacy: A Guide for the Health and Helping Professions,Highlighted by 3 Kindle users,"argue in Chapter 13 that it should be a recognized and respected activity in clinics and hospitals as is true in such health systems as the Mayo Clinic, the Geisinger Health System, City of Hope Hospital, and a"
2013-01-29T01:48:45.980962," by Robert C. Lloyd, Raymond G. Carey",Measuring Quality Improvement in Healthcare: A Guide to Statistical Process Control Applications,Highlighted by 5 Kindle users,enumerative studies as those that are done on a static population for a given period of time and/or location and are designed to merely describe outcomes.
2013-01-29T01:48:45.980962, by American Society for Healthcare Risk Management (ASHRM),Risk Management Handbook for Health Care Organizations (Jossey-Bass Public Health),Highlighted by 3 Kindle users,participating in education and quality and performance improvement projects.
2013-01-29T01:48:45.980962, by Jody Hoffer Gittell,"High Performance Healthcare : Using the Power of Relationships to Achieve Quality, Efficiency and Resilience",Highlighted by 3 Kindle users,Handoffs have become much more critical. … It’s not just individual brilliance that matters anymore. It’s a coordinated effort.
2013-01-29T01:48:45.980962, by John Kenagy MD,Designed to Adapt: Leading Healthcare in Challenging Times,Highlighted by 7 Kindle users,Toyota has a unique management system and business model that focuses on managing knowledge to develop every person in the organization. The focus is always on how to develop people to better meet customer needs.
2013-01-29T01:48:45.980962, by Steven D. Knope M.D.,Concierge Medicine: A New System to Get the Best Healthcare,Highlighted by 3 Kindle users,current superficial and fragmented approach to medical care is driven not by the pursuit of quality; it is driven by financial pressures from third-party payers and a Medicare system in
2013-01-29T01:48:45.980962," by Helen Aveyard, Pam Sharp",Evidence-Based Practice And Healthcare: A Beginner's Guide,Highlighted by 4 Kindle users,"In summary, evidence based practice requires more than ‘raw’ evidence. It requires clinical or professional judgement, intuition and experience so that the evidence is appropriately applied in practice."
2013-01-29T01:48:45.980962," by Mark S. Gaunya, Jennifer A. Borislow",Bend the Healthcare Trend: How Consumer-Driven Health & Wellness Plans Lower Insurance Costs,Highlighted by 3 Kindle users,"Safeway is focused on tobacco usage, healthy weight, and blood pressure and cholesterol levels."
2013-01-29T01:48:45.980962, by CPHQ Exam Secrets Test Prep Team,CPHQ Exam Practice Questions (First Set): CPHQ Practice Test & Exam Review for the Certified Professional in Healthcare Quality Exam,Highlighted by 3 Kindle users,D.  Total Quality Management.   4.    
2013-01-29T01:48:45.980962," by Debra Hadfield RN MSN, Don Tapping, Shelagh Holmes RN, Eric Dudek, Jody Williams",The Lean Healthcare Pocket Guide XL,Highlighted by 3 Kindle users,5S is an improvement  process to ensure that everything has a place and everything  is in its place. This
2013-01-29T01:48:45.980962, by Robert A. Linden,"Rise and Fall of the American Medical Empire: A Trench Doctor's View of the Past, Present, and Future of the U.S. Healthcare System",Highlighted by 3 Kindle users,"Sustainable Growth Rate Equation, which, in essence, is a system developed by Congress to cap global medical expenditures."
2013-01-29T01:48:45.980962," by Helen Aveyard, Pam Sharp",Evidence-Based Practice And Healthcare: A Beginner's Guide,Highlighted by 4 Kindle users,The decision they need to make Their decision making needs Their support needs Their knowledge needs/certainty Their values and relationship with benefits/risk.
2013-01-29T01:48:45.980962, by Upkar Varshney,"Pervasive Healthcare Computing: EMR/EHR, Wireless and Health Monitoring",Highlighted by 3 Kindle users,"more advantages of WHM are (a) keeping people at healthy level in their home or independent living, (b) delaying the transition to assisted living/nursing homes, and (c) an improved compliance to treatment and medications. Wireless"
2013-01-29T01:48:45.980962, by Gerard S. Doyle,When There Is No Doctor: Preventive and Emergency Healthcare in Uncertain Times (Process Self-Reliance),Highlighted by 5 Kindle users,"Where There is No Doctor and Where There is No Dentist, for example, among other useful volumes, at the Hesperian Foundation website just by registering your email."
2013-01-29T01:48:45.980962, by Gerard S. Doyle,When There Is No Doctor: Preventive and Emergency Healthcare in Uncertain Times (Process Self-Reliance),Highlighted by 3 Kindle users,"Ginger works to help reduce the severity of symptoms from osteoarthritis, the degenerative form that occurs from wear and tear associated with age, overuse and prior injury."
2013-01-29T01:48:45.980962," by William Cook, Renée-Marie Stephano",The Medical Tourism Facilitator ~ A Best Practices Guide to Healthcare Facilitation for International Patients,Highlighted by 3 Kindle users,Remember that at the end of the day most patients do not make a distinction between the facilitator and the provider.
2013-01-29T01:48:45.980962," by John Toussaint, Roger Gerard",On the Mend: Revolutionizing Healthcare to Save Lives and Transform the Industry,Highlighted by 91 Kindle users,   Focus on patients (not the hospital or staff) and design care around them.    Identify value for the patient and get rid of everything else (waste).    Minimize time to treatment and through its course.
2013-01-29T01:48:45.980962," by Nancy Leigh Harless, Kerry-Ann Morris",To the Rescue: Stories from Healthcare Workers at the Scenes of Disasters,Highlighted by 6 Kindle users,Trying to identify what was happening to me would have been like trying to hunt the lion that had already swallowed me:
2013-01-29T01:48:45.980962, by Ezekiel J. Emanuel,"Healthcare, Guaranteed: A Simple, Secure Solution for America",Highlighted by 4 Kindle users,"There will be a National Health Board with twelve Regional  Boards to oversee and monitor the system. The Boards will regularly   review the standard benefits covered, monitor the health  plans, and oversee other workings of the system."
2013-01-29T01:48:45.980962, by Regina Herzlinger,Who Killed HealthCare? : America's $2 Trillion Medical Problem - and the Consumer-Driven Cure,Highlighted by 24 Kindle users,"Since 2000, health insurance premiums have increased by 73 percent compared to cumulative increases in inflation and wages of about 15 percent."
